scientific_name,is_invasive,ph_source,inat_taxon_id,growth_rate_Rapid
Arabis androsacea,0,genus_inferred,,False
Arabis procurrens var. fernandi-coburgi,0,genus_inferred,,False
Arabis aubrietioides,0,genus_inferred,,False
Arabis nova subsp. iberica,0,genus_inferred,,False
Arabis beirana,0,genus_inferred,,False
Arabis bijuga,0,genus_inferred,,False
Arabis serrata,0,genus_inferred,,False
Arabis sagittata var. borealis,0,genus_inferred,,False
Arabis parvula,0,genus_inferred,,False
Arabis caerulea,0,species_exact,,False
Arabis stelleri,0,genus_inferred,,False
Arabis soyeri,0,species_exact,,False
Arabis mollis subsp. graellsiiformis,0,genus_inferred,,False
Arabis ionocalyx,0,genus_inferred,,False
Arabis collina,0,genus_inferred,,False
Arabis conringioides,0,genus_inferred,,False
Sisymbrium polymorphum subsp. latifolium,0,genus_inferred,,False
Arabis cretica,0,genus_inferred,,False
Arabis cypria,0,genus_inferred,,False
Arabis davisii,0,genus_inferred,,False
Arabis deflexa,0,genus_inferred,,False
Arabis doberanica,0,genus_inferred,,False
Arabis doumetii,0,genus_inferred,,False
Arabis elgonensis,0,genus_inferred,,False
Pseudoturritis turrita,0,species_exact,,False
Arabis engleriana,0,genus_inferred,,False
Arabis erecta,0,genus_inferred,,False
Arabis erikii,0,genus_inferred,,False
Arabis erubescens,0,genus_inferred,,False
Arabis foliosa,0,genus_inferred,,False
Rorippa divaricata,0,genus_inferred,,False
Arabis scabra,0,species_exact,,False
Arabis huetii,0,genus_inferred,,False
Arabis josiae,0,genus_inferred,,False
Arabis juressi,0,genus_inferred,,False
Arabis kaynakiae,0,genus_inferred,,False
Arabis kazbegi,0,genus_inferred,,False
Arabis kennedyae,0,genus_inferred,189378.0,False
Arabis korolkowii,0,genus_inferred,,False
Arabis lycia,0,genus_inferred,,False
Arabis margaritae,0,genus_inferred,,False
Arabis ottonis-schulzii,0,genus_inferred,,False
Rorippa pinnata,0,genus_inferred,,False
Arabis pleurantha,0,genus_inferred,,False
Arabis purpurea,0,genus_inferred,,False
Arabis rimarum,0,genus_inferred,,False
Arabis scopoliana,0,genus_inferred,189380.0,False
Arabis stenocarpa,0,genus_inferred,,False
Arabis subflava,0,genus_inferred,,False
Erucastrum supinum,0,species_exact,,False
Arabis tanakana,0,genus_inferred,,False
Arabis tunetana,0,genus_inferred,,False
Arabis verdieri,0,genus_inferred,,False
Arabis verna,0,species_exact,,False
Arabis × palezieuxii,0,genus_inferred,,False
Barbarea brachycarpa,0,genus_inferred,,False
Barbarea brachycarpa var. hedgeana,0,genus_inferred,,False
Barbarea brachycarpa var. ilicifolia,0,genus_inferred,,False
Barbarea brachycarpa var. pilicarpa,0,genus_inferred,,False
Barbarea brachycarpa subsp. robusta,0,genus_inferred,,False
Barbarea brachycarpa subsp. minor,0,genus_inferred,,False
Barbarea anfractuosa,0,genus_inferred,,False
Barbarea auriculata,0,genus_inferred,,False
Barbarea rupicola,0,genus_inferred,189649.0,False
Barbarea duralii,0,genus_inferred,,False
Barbarea grayi,0,genus_inferred,,False
Barbarea hongii,0,genus_inferred,,False
Barbarea integrifolia,0,genus_inferred,,False
Rorippa lippizensis,0,genus_inferred,,False
Barbarea longirostris,0,genus_inferred,189647.0,False
Barbarea lutea,0,genus_inferred,,False
Barbarea macrocarpa,0,genus_inferred,,False
Barbarea oligosperma,0,genus_inferred,,False
Barbarea platycarpa,0,genus_inferred,,False
Barbarea trichopoda,0,genus_inferred,,False
Barbarea × gradlii,0,genus_inferred,,False
Barbarea × krausei,0,genus_inferred,,False
Barbarea × schulzeana,0,genus_inferred,,False
Iberis bernardiana,0,species_exact,,False
Biscutella ambigua,0,species_exact,,False
Rorippa × anceps,0,genus_inferred,,False
Rorippa hispida subsp. glabra,0,genus_inferred,,False
Rorippa × armoracioides,0,genus_inferred,,False
Brassica elongata subsp. pinnatifida,0,genus_inferred,,False
Brassica elongata subsp. duralii,0,genus_inferred,,False
Brassica elongata subsp. subscaposa,0,genus_inferred,,False
Brassica elongata subsp. integrifolia,0,genus_inferred,,False
Brassica assyriaca,0,genus_inferred,,False
Brassica aucheri,0,genus_inferred,,False
Brassica baldensis,0,genus_inferred,,False
Brassica beytepeensis,0,genus_inferred,,False
Brassica villosa subsp. tineoi,0,genus_inferred,,False
Brassica villosa subsp. brevisiliqua,0,genus_inferred,,False
Brassica repanda subsp. glabrescens,0,genus_inferred,,False
Brassica repanda subsp. turbonis,0,genus_inferred,,False
Brassica repanda subsp. africana,0,genus_inferred,,False
Brassica repanda subsp. cadevallii,0,genus_inferred,,False
Brassica repanda subsp. galissieri,0,genus_inferred,,False
Brassica repanda subsp. maritima,0,genus_inferred,,False
Brassica repanda subsp. confusa,0,genus_inferred,,False
Brassica repanda subsp. silenifolia,0,genus_inferred,,False
Brassica repanda subsp. saxatilis,0,genus_inferred,,False
Brassica repanda subsp. dertosensis,0,genus_inferred,,False
Brassica repanda subsp. gypsicola,0,genus_inferred,,False
Brassica repanda subsp. almeriensis,0,genus_inferred,,False
Brassica gravinae,0,genus_inferred,,False
Brassica cadmea,0,genus_inferred,189912.0,False
Brassica rupestris subsp. hispida,0,genus_inferred,,False
Brassica deserti,0,genus_inferred,,False
Brassica desnottesii,0,genus_inferred,,False
Brassica fruticulosa subsp. pomeliana,0,genus_inferred,,False
Brassica nivalis,0,genus_inferred,189918.0,False
Brassica nivalis subsp. jordanoffii,0,genus_inferred,,False
Brassica maurorum,0,genus_inferred,,False
Brassica procumbens,0,genus_inferred,,False
Brassica raimondoi,0,genus_inferred,,False
Brassica somalensis,0,genus_inferred,,False
Brassica souliei,0,genus_inferred,,False
Brassica spinescens,0,genus_inferred,,False
Sisymbrium crassifolium,0,genus_inferred,,False
Brassica trichocarpa,0,genus_inferred,,False
Brassica tyrrhena,0,genus_inferred,,False
Lepidium coronopus,0,genus_inferred,77665.0,False
Cardamine abchasica,0,genus_inferred,,False
Cardamine pratensis subsp. submatthioli,0,genus_inferred,,False
Cardamine adriatica,0,genus_inferred,,False
Cardamine tenuirostris,0,genus_inferred,,False
Cardamine circaeoides,0,genus_inferred,,False
Cardamine alalata,0,genus_inferred,,False
Cardamine alberti,0,genus_inferred,,False
Cardamine altaica,0,genus_inferred,,False
Cardamine alticola,0,genus_inferred,,False
Cardamine altigena,0,genus_inferred,,False
Cardamine amara subsp. balcanica,0,genus_inferred,,False
Cardamine amara subsp. austriaca,0,genus_inferred,,False
Cardamine apennina,0,genus_inferred,,False
Cardamine appendiculata,0,genus_inferred,,False
Cardamine armoracioides,0,genus_inferred,,False
Cardamine asarifolia,0,species_exact,,False
Cardamine astoniae,0,genus_inferred,,False
Cardamine heptaphylla,0,species_exact,,False
Cardamine barbaraeoides,0,genus_inferred,,False
Cardamine basicola,0,genus_inferred,,False
Cardamine battagliae,0,genus_inferred,,False
Cardamine bilobata,0,genus_inferred,,False
Cardamine bipinnata,0,genus_inferred,,False
Cardamine bisetosa,0,genus_inferred,,False
Cardamine plumieri,0,genus_inferred,,False
Cardamine bodinieri,0,genus_inferred,,False
Cardamine caesiella,0,genus_inferred,,False
Cardamine raphanifolia subsp. gallaecica,0,genus_inferred,,False
Cardamine caldeirarum,0,genus_inferred,,False
Cardamine calliphaea,0,genus_inferred,,False
Cardamine chilensis,0,genus_inferred,,False
Cardamine calthifolia,0,genus_inferred,,False
Cardamine carnosa,0,genus_inferred,,False
Cardamine caroides,0,genus_inferred,,False
Cardamine castellana,0,genus_inferred,,False
Cardamine changbaiana,0,genus_inferred,,False
Cardamine chelidonia,0,genus_inferred,,False
Cardamine tanakae,0,genus_inferred,,False
Cardamine cheotaiyienii,0,genus_inferred,,False
Cardamine chlorina,0,genus_inferred,,False
Cardamine pentaphyllos,0,species_exact,130716.0,False
Cardamine coronata,0,genus_inferred,,False
Cardamine corymbosa,0,genus_inferred,159833.0,False
Cardamine crassifolia,0,species_exact,,False
Cardamine cubita,0,genus_inferred,,False
Cardamine dactyloides,0,genus_inferred,,False
Cardamine macrophylla subsp. acutidentata,0,genus_inferred,,False
Cardamine depressa,0,genus_inferred,,False
Cardamine depressa subsp. stellata,0,genus_inferred,,False
Cardamine dichondroides,0,genus_inferred,,False
Rorippa dictyosperma,0,genus_inferred,,False
Cardamine dilatata,0,genus_inferred,,False
Cardamine dimidia,0,genus_inferred,,False
Cardamine dubia,0,genus_inferred,,False
Cardamine elegantula,0,genus_inferred,,False
Cardamine eminentia,0,genus_inferred,,False
Cardamine enneaphyllos,0,genus_inferred,,False
Rorippa eustylis,0,genus_inferred,,False
Cardamine exigua,0,genus_inferred,,False
Cardamine fargesiana,0,genus_inferred,,False
Cardamine forsteri,0,genus_inferred,,False
Cardamine franklinensis,0,genus_inferred,,False
Cardamine glanduligera,0,genus_inferred,,False
Cardamine glara,0,genus_inferred,,False
Cardamine gouldii,0,genus_inferred,,False
Cardamine grandiscapa,0,genus_inferred,,False
Cardamine guatemalensis,0,genus_inferred,,False
Cardamine gunnii,0,genus_inferred,,False
Cardamine heleniae,0,genus_inferred,,False
Cardamine holmgrenii,0,genus_inferred,,False
Cardamine variabilis,0,genus_inferred,,False
Cardamine hongdeyuana,0,genus_inferred,,False
Cardamine hupingshanensis,0,genus_inferred,,False
Cardamine incisa,0,genus_inferred,204264.0,False
Cardamine integra,0,genus_inferred,,False
Cardamine lilacina,0,genus_inferred,,False
Cardamine intonsa,0,genus_inferred,,False
Cardamine jonselliana,0,genus_inferred,,False
Cardamine keysseri,0,genus_inferred,,False
Cardamine kitaibelii,0,genus_inferred,,False
Cardamine kokaiensis,0,genus_inferred,,False
Cardamine kruesselii,0,genus_inferred,,False
Cardamine kuankuoshuiense,0,genus_inferred,,False
Cardamine lacustris,0,genus_inferred,,False
Cardamine lanceolaris,0,genus_inferred,,False
Cardamine latior,0,genus_inferred,,False
Cardamine lazica,0,genus_inferred,,False
Cardamine lihengiana,0,genus_inferred,,False
Cardamine lineariloba,0,genus_inferred,,False
Cardamine lojanensis,0,genus_inferred,190283.0,False
Cardamine marholdii,0,genus_inferred,,False
Cardamine maritima,0,genus_inferred,,False
Cardamine megalantha,0,genus_inferred,,False
Cardamine mexicana,0,genus_inferred,,False
Cardamine microthrix,0,genus_inferred,,False
Cardamine moirensis,0,genus_inferred,,False
Cardamine monteluccii,0,genus_inferred,,False
Cardamine montenegrina,0,genus_inferred,,False
Cardamine mutabilis,0,genus_inferred,,False
Cardamine nepalensis,0,genus_inferred,,False
Cardamine niigatensis,0,genus_inferred,,False
Cardamine nipponica,0,genus_inferred,,False
Cardamine pacensis,0,genus_inferred,,False
Cardamine pachyphylla,0,genus_inferred,,False
Cardamine panatohea,0,genus_inferred,,False
Cardamine papillata,0,genus_inferred,,False
Cardamine papuana,0,genus_inferred,,False
Cardamine parvula,0,genus_inferred,,False
Cardamine paucijuga,0,genus_inferred,,False
Cardamine penzesii,0,genus_inferred,,False
Cardamine volckmannii,0,genus_inferred,,False
Cardamine polyodontes,0,genus_inferred,,False
Cardamine porphyroneura,0,genus_inferred,,False
Cardamine pseudotrifoliolata,0,genus_inferred,,False
Cardamine pulchella,0,genus_inferred,,False
Cardamine purpurascens,0,genus_inferred,,False
Cardamine quinquefolia,0,genus_inferred,,False
Cardamine ramosa,0,genus_inferred,,False
Cardamine reptans,0,genus_inferred,,False
Cardamine robusta,0,genus_inferred,,False
Cardamine rupestris,0,genus_inferred,,False
Cardamine waldsteinii,0,genus_inferred,,False
Cardamine schinziana,0,genus_inferred,,False
Cardamine sciaphila,0,genus_inferred,,False
Cardamine serpentina,0,genus_inferred,,False
Cardamine silana,0,genus_inferred,,False
Cardamine sinuatifolia,0,genus_inferred,,False
Cardamine subcarnosa,0,genus_inferred,,False
Cardamine subterranea,0,genus_inferred,,False
Cardamine tepelenensis,0,genus_inferred,,False
Cardamine thalassica,0,genus_inferred,,False
Cardamine thyrsoidea,0,genus_inferred,,False
Cardamine tianqingiae,0,genus_inferred,,False
Cardamine tryssa,0,genus_inferred,,False
Cardamine unguiculus,0,genus_inferred,,False
Cardamine unicaulis,0,genus_inferred,,False
Cardamine verna,0,genus_inferred,,False
Cardamine xinfenii,0,genus_inferred,,False
Cardamine × ambigua,0,genus_inferred,,False
Cardamine × digenea,0,genus_inferred,,False
Cardamine × enriquei,0,genus_inferred,,False
Cardamine × grafiana,0,genus_inferred,,False
Cardamine × insueta,0,genus_inferred,,False
Cardamine × keckii,0,genus_inferred,,False
Cardamine × killiasii,0,genus_inferred,,False
Cardamine × undulata,0,genus_inferred,,False
Cardamine × paxiana,0,genus_inferred,,False
Cardamine × rhodopaea,0,genus_inferred,,False
Cardamine × schulzii,0,genus_inferred,,False
Cardamine × wettsteiniana,0,genus_inferred,,False
Lepidium chalepense,0,genus_inferred,,False
Erysimum sylvestre subsp. aurantiacum,0,genus_inferred,,False
Erysimum quadrangulum,0,genus_inferred,,False
Erysimum arbuscula,0,genus_inferred,,False
Erysimum virgatum,0,species_exact,,False
Erysimum scoparium,0,genus_inferred,,False
Erysimum caboverdeanum,0,genus_inferred,,False
Erysimum canum,0,genus_inferred,,False
Erysimum corinthium,0,genus_inferred,,False
Erysimum crassicaule,0,genus_inferred,,False
Erysimum forrestii,0,genus_inferred,,False
Erysimum griffithii,0,genus_inferred,,False
Erysimum kotschyanum,0,genus_inferred,,False
Erysimum nevadense subsp. merxmuelleri,0,genus_inferred,,False
Erysimum nevadense subsp. rondae,0,genus_inferred,,False
Erysimum nevadense subsp. gomez-campoi,0,genus_inferred,,False
Erysimum nevadense subsp. mediohispanicum,0,genus_inferred,,False
Erysimum nevadense subsp. fitzii,0,genus_inferred,,False
Erysimum pacificum,0,genus_inferred,,False
Erysimum redowskii,0,genus_inferred,,False
Erysimum incanum subsp. pachycarpum,0,genus_inferred,,False
Erysimum repandum var. linnaeanum,0,genus_inferred,,False
Erysimum pulchellum subsp. sieheanum,0,genus_inferred,,False
Erysimum jugicola,0,species_exact,,False
Erysimum roseum,0,genus_inferred,,False
Strigosella africana,0,species_exact,79274.0,False
Erysimum siliculosum,0,genus_inferred,,False
Erysimum maderense,0,genus_inferred,,False
Erysimum × marshallii,0,genus_inferred,,False
Erysimum × cheiri,0,genus_inferred,55892.0,False
Lepidium virginicum subsp. menziesii,0,genus_inferred,,False
Cochlearia aestuaria,0,species_exact,,False
Cochlearia officinalis subsp. norvegica,0,genus_inferred,,False
Cochlearia officinalis subsp. integrifolia,0,genus_inferred,,False
Cochlearia micacea,0,genus_inferred,,False
Lepidium niloticum,0,genus_inferred,,False
Cochlearia scotica,0,genus_inferred,,False
Cochlearia tatrae,0,genus_inferred,190736.0,False
Cochlearia × hollandica,0,genus_inferred,,False
Lepidium englerianum,0,genus_inferred,,False
Lepidium lepidioides,0,genus_inferred,,False
Lepidium serratum,0,genus_inferred,,False
Lepidium navasii,0,genus_inferred,,False
Lepidium rhytidocarpum,0,genus_inferred,,False
Lepidium violaceum,0,genus_inferred,203013.0,False
Physaria newberryi subsp. yesicola,0,species_exact,,False
Noccaea caerulescens,0,species_exact,,False
Lepidium heterophyllum subsp. rifanum,0,genus_inferred,,False
Rorippa chubutica,0,genus_inferred,,False
Morisia monanthos,0,species_exact,,False
Erysimum anceps,0,genus_inferred,,False
Erysimum chazarjurti,0,genus_inferred,,False
Erysimum meyerianum,0,genus_inferred,,False
Erysimum montosicola,0,genus_inferred,,False
Erysimum acrotonum,0,genus_inferred,,False
Erysimum adcumbens,0,genus_inferred,,False
Erysimum aitchisonii,0,genus_inferred,,False
Erysimum amasianum,0,genus_inferred,,False
Erysimum apenninum,0,genus_inferred,,False
Erysimum artwinense,0,genus_inferred,,False
Erysimum asperulum,0,genus_inferred,,False
Erysimum aucherianum,0,genus_inferred,,False
Erysimum aznavourii,0,genus_inferred,,False
Erysimum bagcii,0,genus_inferred,,False
Erysimum bastetanum,0,genus_inferred,,False
Erysimum baytopiae,0,genus_inferred,,False
Erysimum baytopiae var. asliae,0,genus_inferred,,False
Erysimum belvederense,0,genus_inferred,,False
Erysimum pachycarpum,0,genus_inferred,,False
Erysimum oleifolium,0,genus_inferred,,False
Erysimum boissieri,0,genus_inferred,,False
Erysimum bonannianum,0,genus_inferred,,False
Erysimum boreale,0,genus_inferred,,False
Erysimum brevistylum,0,genus_inferred,,False
Erysimum brulloi,0,genus_inferred,,False
Erysimum bulgaricum,0,genus_inferred,,False
Erysimum melicentae,0,genus_inferred,,False
Erysimum calycinum,0,genus_inferred,,False
Erysimum candicum,0,genus_inferred,,False
Erysimum duriaei subsp. gorbeanum,0,genus_inferred,,False
Erysimum carium,0,genus_inferred,,False
Erysimum pusillum,0,genus_inferred,,False
Erysimum pusillum subsp. rechingeri,0,genus_inferred,,False
Erysimum pusillum subsp. cephalonicum,0,genus_inferred,,False
Erysimum funiculosum,0,genus_inferred,,False
Erysimum commatum,0,genus_inferred,,False
Erysimum contractum,0,genus_inferred,,False
Erysimum crassistylum,0,genus_inferred,,False
Erysimum crassistylum subsp. garganicum,0,genus_inferred,,False
Erysimum crassistylum subsp. verresianum,0,genus_inferred,,False
Erysimum creticum,0,genus_inferred,,False
Erysimum croaticum,0,genus_inferred,,False
Erysimum czernjajevi,0,genus_inferred,,False
Erysimum dagestanicum,0,genus_inferred,,False
Erysimum damirliense,0,genus_inferred,,False
Erysimum degenianum,0,genus_inferred,,False
Erysimum dincii,0,genus_inferred,,False
Erysimum dirmilense,0,genus_inferred,,False
Erysimum drenowskii,0,genus_inferred,,False
Erysimum duranii,0,genus_inferred,,False
Erysimum echinellum,0,genus_inferred,,False
Erysimum ehrendorferi,0,genus_inferred,,False
Erysimum elbrusense,0,genus_inferred,,False
Erysimum elymaiticum,0,genus_inferred,,False
Erysimum erosum,0,genus_inferred,,False
Erysimum euphraticum,0,genus_inferred,,False
Erysimum evinense,0,genus_inferred,,False
Erysimum friedrichii,0,genus_inferred,,False
Erysimum frigidum,0,genus_inferred,,False
Erysimum froehneri,0,genus_inferred,,False
Erysimum gabrielianiae,0,genus_inferred,,False
Erysimum geisleri,0,genus_inferred,,False
Erysimum ghaznicum,0,genus_inferred,,False
Erysimum gladiiferum,0,genus_inferred,,False
Erysimum graecum,0,genus_inferred,,False
Erysimum guneri,0,genus_inferred,,False
Erysimum hakkiaricum,0,genus_inferred,,False
Erysimum handel-mazzettii,0,genus_inferred,,False
Erysimum hezarense,0,genus_inferred,,False
Erysimum hirschfeldioides,0,genus_inferred,,False
Erysimum horizontale,0,genus_inferred,,False
Erysimum huber-morathii,0,genus_inferred,,False
Erysimum idae,0,genus_inferred,,False
Erysimum ikizdereense,0,genus_inferred,,False
Erysimum insubricum,0,genus_inferred,,False
Erysimum iraqense,0,genus_inferred,,False
Erysimum jacquemoudii,0,genus_inferred,,False
Erysimum kamelinii,0,genus_inferred,,False
Erysimum kartalkayaense,0,genus_inferred,,False
Erysimum kerbabaevii,0,genus_inferred,,False
Erysimum ketenoglui,0,genus_inferred,,False
Erysimum koelzii,0,genus_inferred,,False
Erysimum korabense,0,genus_inferred,,False
Erysimum kostkae,0,genus_inferred,,False
Erysimum krendlii,0,genus_inferred,,False
Erysimum kuemmerlei,0,genus_inferred,,False
Erysimum kurdicum,0,genus_inferred,,False
Erysimum kykkoticum,0,genus_inferred,191921.0,False
Erysimum lagascae,0,genus_inferred,,False
Erysimum ledebourii,0,genus_inferred,,False
Erysimum ligusticum,0,genus_inferred,,False
Erysimum lycaonicum,0,genus_inferred,,False
Erysimum macropetalum,0,genus_inferred,,False
Erysimum macrospermum,0,genus_inferred,,False
Erysimum macrostigma,0,genus_inferred,,False
Erysimum majellense,0,genus_inferred,,False
Erysimum maremmanum,0,genus_inferred,,False
Erysimum metlesicsii,0,genus_inferred,,False
Erysimum mongolicum,0,genus_inferred,,False
Erysimum munzuriense,0,genus_inferred,,False
Erysimum nanum,0,genus_inferred,,False
Erysimum nasturtioides,0,genus_inferred,,False
Erysimum naxense,0,genus_inferred,,False
Erysimum nemrutdaghense,0,genus_inferred,,False
Erysimum nuristanicum,0,genus_inferred,,False
Erysimum olympicum,0,genus_inferred,,False
Erysimum osseticum,0,genus_inferred,,False
Erysimum parryoides,0,genus_inferred,,False
Erysimum pectinatum,0,genus_inferred,,False
Erysimum penyalarense,0,genus_inferred,,False
Erysimum persepolitanum,0,genus_inferred,,False
Erysimum pignattii,0,genus_inferred,,False
Erysimum pirinicum,0,genus_inferred,,False
Erysimum polatschekii,0,genus_inferred,,False
Erysimum thyrsoideum subsp. ekicii,0,genus_inferred,,False
Erysimum portugalense,0,genus_inferred,,False
Erysimum pseudoatticum,0,genus_inferred,,False
Erysimum pseudocuspidatum,0,genus_inferred,,False
Erysimum pseudopurpureum,0,genus_inferred,,False
Erysimum pseudorhaeticum,0,genus_inferred,,False
Erysimum purpureum,0,genus_inferred,,False
Erysimum raineri,0,genus_inferred,,False
Erysimum raulinii,0,genus_inferred,,False
Erysimum rhaeticum,0,species_exact,,False
Erysimum rhodium,0,genus_inferred,,False
Erysimum riphaeanum,0,genus_inferred,,False
Erysimum rizeense,0,genus_inferred,,False
Erysimum rossicum,0,genus_inferred,,False
Erysimum salangense,0,genus_inferred,,False
Erysimum senoneri,0,genus_inferred,,False
Erysimum serpentinicum,0,genus_inferred,,False
Erysimum sintenisianum,0,genus_inferred,,False
Erysimum sivasicum,0,genus_inferred,,False
Erysimum slavjankae,0,genus_inferred,,False
Erysimum smyrnaeum,0,genus_inferred,,False
Erysimum sorgerae,0,genus_inferred,,False
Erysimum spetae,0,genus_inferred,,False
Erysimum stenophyllum,0,genus_inferred,,False
Erysimum stewartii,0,genus_inferred,,False
Erysimum talijevii,0,genus_inferred,,False
Erysimum tenellum,0,genus_inferred,,False
Erysimum teppneri,0,genus_inferred,,False
Erysimum tuteliae,0,genus_inferred,,False
Erysimum tuteliae subsp. doganii,0,genus_inferred,,False
Erysimum uncinatifolium,0,genus_inferred,,False
Erysimum vassilczenkoi,0,genus_inferred,,False
Erysimum verrucosum,0,genus_inferred,,False
Erysimum vitekii,0,genus_inferred,,False
Erysimum vuralii,0,genus_inferred,,False
Erysimum wardii,0,genus_inferred,,False
Erysimum wilczekianum,0,genus_inferred,,False
Erysimum yaltirikii,0,genus_inferred,,False
Erysimum yildirimlii,0,genus_inferred,,False
Erysimum zeybekianum,0,genus_inferred,,False
Sisymbrium leucocladum,0,genus_inferred,,False
Lepidium longifolium,0,genus_inferred,,False
Sisymbrium assoanum,0,genus_inferred,,False
Sisymbrium cavanillesianum,0,genus_inferred,,False
Noccaea brevistyla,0,species_exact,,False
Iberis simplex,0,species_exact,,False
Lepidium hirtum subsp. psilopterum,0,genus_inferred,,False
Lepidium glastifolium,0,genus_inferred,,False
Lepidium rotundum,0,genus_inferred,,False
Lepidium aegrum,0,genus_inferred,,False
Lepidium affghanum,0,genus_inferred,,False
Lepidium afghanicum,0,genus_inferred,,False
Lepidium alluaudii,0,genus_inferred,,False
Lepidium armoracium,0,genus_inferred,,False
Lepidium altissimum,0,genus_inferred,,False
Lepidium amissum,0,genus_inferred,,False
Lepidium angolense,0,genus_inferred,,False
Lepidium angustifolium,0,genus_inferred,,False
Lepidium aranense,0,genus_inferred,,False
Lepidium arequipa,0,genus_inferred,,False
Lepidium argentinum,0,genus_inferred,,False
Lepidium banksii,0,genus_inferred,,False
Lepidium reichei,0,genus_inferred,,False
Lepidium beamanii,0,genus_inferred,,False
Lepidium beckii,0,genus_inferred,,False
Lepidium biplicatum,0,genus_inferred,,False
Lepidium boelckeanum,0,genus_inferred,,False
Lepidium boelckei,0,genus_inferred,,False
Lepidium botschantsevianum,0,genus_inferred,,False
Lepidium brachyotum,0,genus_inferred,,False
Lepidium bupleuroides,0,genus_inferred,,False
Lepidium buschianum,0,genus_inferred,,False
Lepidium cardamine,0,genus_inferred,,False
Lepidium cardiophyllum,0,genus_inferred,,False
Lepidium castellanum,0,genus_inferred,,False
Lepidium catapycnon,0,genus_inferred,,False
Lepidium foliosum,0,genus_inferred,,False
Lepidium crassum,0,genus_inferred,,False
Lepidium culminicola,0,genus_inferred,,False
Lepidium desvauxii,0,genus_inferred,,False
Lepidium drummondii,0,genus_inferred,,False
Lepidium echinatum,0,genus_inferred,,False
Lepidium pedicellosum,0,genus_inferred,,False
Lepidium phlebopetalum,0,genus_inferred,,False
Lepidium fasciculatum,0,genus_inferred,,False
Lepidium flexicaule,0,genus_inferred,,False
Lepidium galapagoensis,0,genus_inferred,,False
Lepidium genistoides,0,genus_inferred,,False
Lepidium lasiocarpum subsp. palmeri,0,genus_inferred,,False
Lepidium ginninderrense,0,genus_inferred,,False
Lepidium grandifructum,0,genus_inferred,,False
Lepidium howei-insulae,0,genus_inferred,,False
Lepidium hypenantion,0,genus_inferred,,False
Lepidium pseudodidymum,0,genus_inferred,,False
Lepidium inyangense,0,genus_inferred,,False
Lepidium jujuyanum,0,genus_inferred,,False
Lepidium juvencum,0,genus_inferred,,False
Lepidium karelinianum,0,genus_inferred,,False
Lepidium kawarau,0,genus_inferred,,False
Lepidium keniense,0,genus_inferred,,False
Lepidium kirkii,0,genus_inferred,,False
Lepidium lacerum subsp. rubtzovii,0,genus_inferred,,False
Lepidium laeteviride,0,genus_inferred,,False
Lepidium lapazianum,0,genus_inferred,,False
Lepidium leptopetalum,0,genus_inferred,,False
Lepidium leventii,0,genus_inferred,,False
Lepidium limenophylax,0,genus_inferred,,False
Lepidium linearilobum,0,genus_inferred,,False
Lepidium lipskyi,0,genus_inferred,,False
Lepidium litwinowii,0,genus_inferred,,False
Lepidium villarsii,0,species_exact,,False
Lepidium villarsii subsp. anticarium,0,genus_inferred,,False
Lepidium obtusatum,0,genus_inferred,,False
Lepidium lyratogynum,0,genus_inferred,,False
Lepidium maccowagei,0,genus_inferred,,False
Lepidium macrocarpum,0,genus_inferred,,False
Lepidium makateanum,0,genus_inferred,,False
Lepidium matau,0,genus_inferred,,False
Lepidium merrallii,0,genus_inferred,,False
Lepidium minor,0,genus_inferred,,False
Lepidium minutiflorum,0,genus_inferred,,False
Lepidium monoplocoides,0,genus_inferred,,False
Lepidium muelleriferdinandii,0,genus_inferred,,False
Lepidium mummenhoffianum,0,genus_inferred,,False
Lepidium naufragorum,0,genus_inferred,,False
Lepidium nesophilum,0,genus_inferred,,False
Lepidium oblitum,0,genus_inferred,,False
Lepidium oleraceum,0,genus_inferred,,False
Lepidium oligodontum,0,genus_inferred,,False
Lepidium orientale,0,genus_inferred,,False
Lepidium oxytrichum,0,genus_inferred,,False
Lepidium pabotii,0,genus_inferred,,False
Lepidium paniculatum,0,genus_inferred,,False
Lepidium panniforme,0,genus_inferred,,False
Lepidium papillosum,0,genus_inferred,,False
Lepidium parodii,0,genus_inferred,,False
Lepidium rigidum,0,genus_inferred,,False
Lepidium patrinioides,0,genus_inferred,,False
Lepidium pavlovii,0,genus_inferred,,False
Lepidium peregrinum,0,genus_inferred,,False
Lepidium pholidogynum,0,genus_inferred,,False
Lepidium platypetalum,0,genus_inferred,,False
Lepidium pseudohyssopifolium,0,genus_inferred,,False
Lepidium pseudopapillosum,0,genus_inferred,,False
Lepidium pseudoruderale,0,genus_inferred,,False
Lepidium pseudotasmanicum,0,genus_inferred,,False
Lepidium puberulum,0,genus_inferred,,False
Lepidium rekohuense,0,genus_inferred,,False
Lepidium robustum,0,genus_inferred,,False
Lepidium sagittatum,0,genus_inferred,,False
Lepidium sagittulatum,0,genus_inferred,,False
Lepidium uzbekistanicum,0,genus_inferred,,False
Lepidium scandens,0,genus_inferred,,False
Lepidium seditiosum,0,genus_inferred,,False
Lepidium seydelii,0,genus_inferred,,False
Lepidium sisymbrioides,0,genus_inferred,,False
Lepidium steinbachii,0,genus_inferred,,False
Lepidium stephan-beckii,0,genus_inferred,,False
Lepidium strongylophyllum,0,genus_inferred,,False
